sequence,From,To,address_id,total_transactions,transactions_initiated,transactions_received,average_transaction_value,total_transaction_value,average_outgoing_value,average_incoming_value,total_outgoing_value,total_incoming_value,last_outgoing_transaction_value,last_incoming_transaction_value,value1,value2,value3,value4,timestamps1,timestamps2,timestamps3,timestamps4,label
170,171,1664,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.298551,0.0,0.0,0.0,0,0,0,0,1
171,172,1698,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.3,0.0,0.0,0.0,0,0,0,0,1
172,173,1742,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.4,0.0,0.0,0.0,0,0,0,0,1
173,174,1779,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,0.0222,0.0,0.0,0.0,0,0,0,0,1
174,175,1794,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.4,0.0,0.0,0.0,0,0,0,0,1
175,176,1857,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.2,0.0,0.0,0.0,0,0,0,0,1
176,177,1885,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.6,0.0,0.0,0.0,0,0,0,0,1
177,178,1886,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.3,0.0,0.0,0.0,0,0,0,0,1
178,179,1896,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.1,0.0,0.0,0.0,0,0,0,0,1
179,180,1897,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.3,-0.3,-0.3,0.0,0,0,0,0,1
180,181,1943,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.1,0.0,0.0,0.0,0,0,0,0,1
181,182,1978,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.3,0.0,0.0,0.0,0,0,0,0,1
182,183,2005,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,0.2,0.0,0.0,0.0,0,0,0,0,1
183,184,2029,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.3,0.0,0.0,0.0,0,0,0,0,1
184,185,2033,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,0.05271514,0.0,0.0,0.0,0,0,0,0,1
185,186,2045,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.1,0.0,0.0,0.0,0,0,0,0,1
186,187,2088,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,0.112897399,0.08434,0.15,0.0,0,25,172,0,1
187,188,2109,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.3,0.0,0.0,0.0,0,0,0,0,1
188,189,2160,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.1,0.0,0.0,0.0,0,0,0,0,1
189,190,2177,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.3,0.0,0.0,0.0,0,0,0,0,1
190,191,2188,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.9,0.0,0.0,0.0,0,0,0,0,1
191,192,2203,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.1,0.0,0.0,0.0,0,0,0,0,1
192,193,2208,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.1,-0.1,0.0,0.0,0,0,0,0,1
193,194,2242,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.3,0.0,0.0,0.0,0,0,0,0,1
194,195,2260,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,0.03,0.0,0.0,0.0,0,0,0,0,1
195,196,2279,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.3,0.0,0.0,0.0,0,0,0,0,1
196,197,2305,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.1,0.0,0.0,0.0,0,0,0,0,1
197,198,2316,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.3,-0.3,0.0,0.0,0,0,0,0,1
198,199,2317,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.3,-0.3,0.0,0.0,0,0,0,0,1
199,200,2363,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.3,0.0,0.0,0.0,0,0,0,0,1
200,201,2388,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.6,-0.3,0.0,0.0,0,18,0,0,1
201,202,2470,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.3,0.0,0.0,0.0,0,0,0,0,1
202,203,2555,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.1,0.0,0.0,0.0,0,0,0,0,1
203,204,2569,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,0.3281339,0.0,0.0,0.0,0,0,0,0,1
204,205,2572,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.6,0.0,0.0,0.0,0,0,0,0,1
205,206,2599,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,0.2,0.0,0.0,0.0,0,0,0,0,1
206,207,2612,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.3,-0.6,0.0,0.0,0,0,0,0,1
207,208,2660,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.3,0.0,0.0,0.0,0,0,0,0,1
208,209,2667,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,0.06722031,0.0,0.0,0.0,0,0,0,0,1
209,210,2716,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,2.0,0.0,0.0,0.0,0,0,0,0,1
210,211,2740,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.9,0.0,0.0,0.0,0,0,0,0,1
211,212,2785,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,0.1,0.0,0.0,0.0,0,0,0,0,1
212,213,2798,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,0.085,0.0,0.0,0.0,0,0,0,0,1
213,214,2810,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.3,0.0,0.0,0.0,0,0,0,0,1
214,215,2811,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.3,0.0,0.0,0.0,0,0,0,0,1
215,216,2845,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,0.0,0.0,0.0,0.0,0,0,0,0,1
216,217,2863,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.1,0.0,0.0,0.0,0,0,0,0,1
217,218,2891,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.3,0.0,0.0,0.0,0,0,0,0,1
218,219,2976,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.5,-0.5,-0.1,0.0,0,0,0,0,1
219,220,2977,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.3,0.0,0.0,0.0,0,0,0,0,1
220,221,3011,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,0.05,0.0,0.0,0.0,0,0,0,0,1
221,222,3015,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.4,-0.4,0.0,0.0,0,0,0,0,1
222,223,3049,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.4,0.0,0.0,0.0,0,0,0,0,1
223,224,3106,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.3,0.0,0.0,0.0,0,0,0,0,1
224,225,3113,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.3,0.0,0.0,0.0,0,0,0,0,1
225,226,3126,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,0.0120704,0.0,0.0,0.0,0,0,0,0,1
226,227,3138,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.3,0.0,0.0,0.0,0,0,0,0,1
227,228,3155,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.3,-0.3,0.0,0.0,0,15,0,0,1
228,229,3174,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.3,0.0,0.0,0.0,0,0,0,0,1
229,230,3225,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.3,0.0,0.0,0.0,0,0,0,0,1
230,231,3288,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.4,0.0,0.0,0.0,0,0,0,0,1
231,232,3308,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.1,0.0,0.0,0.0,0,0,0,0,1
232,233,3337,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.3,0.0,0.0,0.0,0,0,0,0,1
233,234,3362,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.3,0.0,0.0,0.0,0,0,0,0,1
234,235,3450,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.3,0.0,0.0,0.0,0,0,0,0,1
235,236,3477,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,10.00992557,0.0,0.0,0.0,0,0,0,0,1
236,237,3482,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.4,-0.4,-0.4,0.0,0,0,0,0,1
237,238,3502,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.3,0.0,0.0,0.0,0,0,0,0,1
238,239,3504,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.3,0.0,0.0,0.0,0,0,0,0,1
239,240,3550,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.8,0.0,0.0,0.0,0,0,0,0,1
240,241,3557,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.6,0.0,0.0,0.0,0,0,0,0,1
241,242,3572,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.3,0.0,0.0,0.0,0,0,0,0,1
242,243,3581,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,1.0,0.0,0.0,0.0,0,0,0,0,1
243,244,3587,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.3,0.0,0.0,0.0,0,0,0,0,1
244,245,3634,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.3,0.0,0.0,0.0,0,0,0,0,1
245,246,3639,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.3,0.0,0.0,0.0,0,0,0,0,1
246,247,3645,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.2,0.0,0.0,0.0,0,0,0,0,1
247,248,3659,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.1,0.0,0.0,0.0,0,0,0,0,1
248,249,3661,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.3,0.0,0.0,0.0,0,0,0,0,1
249,250,3730,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.3,0.0,0.0,0.0,0,0,0,0,1
250,251,3732,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.4,0.0,0.0,0.0,0,0,0,0,1
251,252,3741,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,2.5,0.0,0.0,0.0,0,0,0,0,1
252,253,3744,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.3,0.0,0.0,0.0,0,0,0,0,1
253,254,3809,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.3,0.0,0.0,0.0,0,0,0,0,1
254,255,3814,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.3,-0.3,0.0,0.0,0,10,0,0,1
255,256,3822,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,-0.4,0.0,0.0,0.0,0,0,0,0,1
256,257,3837,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,3.0,0.0,0.0,0.0,0,0,0,0,1
257,258,3877,56,190,46,144,0.514182873,97.69474578,1.060743365,0.33958716,48.79419478,48.900551,10.00992557,0.4,0.05,0.0,0.0,0.0,0,0,0,0,1
258,259,79,57,1,1,0,0.01260856,0.01260856,0.01260856,0.0,0.01260856,0.0,0.01260856,0.0,0.01260856,0.0,0.0,0.0,0,0,0,0,0
259,260,502,58,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,729,729,0,0
260,261,1844,59,1,1,0,0.025042503,0.025042503,0.025042503,0.0,0.025042503,0.0,0.025042503,0.0,0.025042503,0.0,0.0,0.0,0,0,0,0,0
261,262,1305,60,1,1,0,0.092298477,0.092298477,0.092298477,0.0,0.092298477,0.0,0.092298477,0.0,0.092298477,0.0,0.0,0.0,0,0,0,0,0
262,263,456,61,1,1,0,0.2,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0,0,0,0,0
263,264,2974,62,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
264,265,1305,63,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
265,266,1844,64,1,1,0,0.049449298,0.049449298,0.049449298,0.0,0.049449298,0.0,0.049449298,0.0,0.049449298,0.0,0.0,0.0,0,0,0,0,0
266,267,2693,65,1,1,0,0.22,0.22,0.22,0.0,0.22,0.0,0.22,0.0,0.22,0.0,0.0,0.0,0,0,0,0,0
267,268,3281,66,1,1,0,0.178418925,0.178418925,0.178418925,0.0,0.178418925,0.0,0.178418925,0.0,0.178418925,0.0,0.0,0.0,0,0,0,0,0
268,269,188,67,51,40,11,0.064094,3.268793985,0.040428447,0.150150556,1.617137875,1.651656111,0.1260208,0.084875,0.01129,0.0,0.0,0.0,0,0,0,0,1
269,270,513,67,51,40,11,0.064094,3.268793985,0.040428447,0.150150556,1.617137875,1.651656111,0.1260208,0.084875,0.0,0.0,0.0,0.0,0,10,0,0,1
270,271,533,67,51,40,11,0.064094,3.268793985,0.040428447,0.150150556,1.617137875,1.651656111,0.1260208,0.084875,0.0,0.0,0.0,0.0,0,67,0,0,1
271,272,548,67,51,40,11,0.064094,3.268793985,0.040428447,0.150150556,1.617137875,1.651656111,0.1260208,0.084875,0.074054875,0.007426441,1.38861031,0.0,0,0,294,0,1
272,273,776,67,51,40,11,0.064094,3.268793985,0.040428447,0.150150556,1.617137875,1.651656111,0.1260208,0.084875,0.0,0.0,0.0,0.0,0,0,0,0,1
273,274,942,67,51,40,11,0.064094,3.268793985,0.040428447,0.150150556,1.617137875,1.651656111,0.1260208,0.084875,-0.080475,0.0,0.0,-0.1739,0,93,93,95,1
274,275,942,67,51,40,11,0.064094,3.268793985,0.040428447,0.150150556,1.617137875,1.651656111,0.1260208,0.084875,0.0,-0.11655,0.0,-0.32375,109,113,130,150,1
275,276,942,67,51,40,11,0.064094,3.268793985,0.040428447,0.150150556,1.617137875,1.651656111,0.1260208,0.084875,-0.1602,-0.31806,-0.084875,0.0,151,156,156,0,1
276,277,954,67,51,40,11,0.064094,3.268793985,0.040428447,0.150150556,1.617137875,1.651656111,0.1260208,0.084875,0.0,-0.1287,0.0,0.0,0,21,21,0,1
277,278,1088,67,51,40,11,0.064094,3.268793985,0.040428447,0.150150556,1.617137875,1.651656111,0.1260208,0.084875,0.0,0.0,0.0,0.0,0,0,0,0,1
278,279,1296,67,51,40,11,0.064094,3.268793985,0.040428447,0.150150556,1.617137875,1.651656111,0.1260208,0.084875,-0.103740224,0.0,0.0,0.0,0,0,0,0,1
279,280,1394,67,51,40,11,0.064094,3.268793985,0.040428447,0.150150556,1.617137875,1.651656111,0.1260208,0.084875,0.0,0.0,0.0,0.0,0,324,0,0,1
280,281,1428,67,51,40,11,0.064094,3.268793985,0.040428447,0.150150556,1.617137875,1.651656111,0.1260208,0.084875,0.0,0.0,0.0,0.0,0,324,0,0,1
281,282,1523,67,51,40,11,0.064094,3.268793985,0.040428447,0.150150556,1.617137875,1.651656111,0.1260208,0.084875,0.0,0.0,0.0,0.0,0,0,0,0,1
282,283,1540,67,51,40,11,0.064094,3.268793985,0.040428447,0.150150556,1.617137875,1.651656111,0.1260208,0.084875,0.00973545,0.0,0.0,0.0,0,0,0,0,1
283,284,2065,67,51,40,11,0.064094,3.268793985,0.040428447,0.150150556,1.617137875,1.651656111,0.1260208,0.084875,0.1260208,0.0,0.0,0.0,0,0,0,0,1
284,285,2083,67,51,40,11,0.064094,3.268793985,0.040428447,0.150150556,1.617137875,1.651656111,0.1260208,0.084875,0.0,0.0,0.0,0.0,0,0,0,0,1
285,286,2311,67,51,40,11,0.064094,3.268793985,0.040428447,0.150150556,1.617137875,1.651656111,0.1260208,0.084875,0.0,0.0,0.0,0.0,0,3,0,0,1
286,287,2413,67,51,40,11,0.064094,3.268793985,0.040428447,0.150150556,1.617137875,1.651656111,0.1260208,0.084875,0.0,0.0,0.0,0.0,0,0,0,0,1
287,288,2494,67,51,40,11,0.064094,3.268793985,0.040428447,0.150150556,1.617137875,1.651656111,0.1260208,0.084875,0.0,0.0,0.0,0.0,0,0,0,0,1
288,289,2496,67,51,40,11,0.064094,3.268793985,0.040428447,0.150150556,1.617137875,1.651656111,0.1260208,0.084875,0.0,0.0,0.0,0.0,0,0,0,0,1
289,290,2496,67,51,40,11,0.064094,3.268793985,0.040428447,0.150150556,1.617137875,1.651656111,0.1260208,0.084875,0.0,0.0,0.0,0.0,0,0,0,0,1
290,291,2547,67,51,40,11,0.064094,3.268793985,0.040428447,0.150150556,1.617137875,1.651656111,0.1260208,0.084875,0.0,0.0,0.0,0.0,0,10,0,0,1
291,292,2847,67,51,40,11,0.064094,3.268793985,0.040428447,0.150150556,1.617137875,1.651656111,0.1260208,0.084875,-0.02180944,0.0,0.0,0.0,0,0,0,0,1
292,293,2881,67,51,40,11,0.064094,3.268793985,0.040428447,0.150150556,1.617137875,1.651656111,0.1260208,0.084875,0.0,0.0,0.0,0.0,0,0,0,0,1
293,294,3158,67,51,40,11,0.064094,3.268793985,0.040428447,0.150150556,1.617137875,1.651656111,0.1260208,0.084875,0.0,0.0,0.0,0.0,0,0,0,0,1
294,295,3739,67,51,40,11,0.064094,3.268793985,0.040428447,0.150150556,1.617137875,1.651656111,0.1260208,0.084875,0.0,0.0,0.0,0.0,0,64,0,0,1
295,296,3867,67,51,40,11,0.064094,3.268793985,0.040428447,0.150150556,1.617137875,1.651656111,0.1260208,0.084875,-0.139596446,0.0,0.0,0.0,0,0,0,0,1
296,297,1844,68,2,2,0,0.15,0.3,0.15,0.0,0.3,0.0,0.15,0.0,0.15,0.15,0.0,0.0,0,2,0,0,0
297,298,3340,69,1,0,1,0.05,0.05,0.0,0.05,0.0,0.05,0.0,0.05,-0.05,0.0,0.0,0.0,0,0,0,0,0
298,299,1844,70,1,1,0,0.006898142,0.006898142,0.006898142,0.0,0.006898142,0.0,0.006898142,0.0,0.006898142,0.0,0.0,0.0,0,0,0,0,0
299,300,3,71,1,1,0,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0,0,0,0,0
300,301,1829,72,1,0,1,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.1,-0.1,0.0,0.0,0.0,0,0,0,0,0
301,302,1106,73,1,1,0,0.05,0.05,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0,0,0,0,0
302,303,1005,74,1,1,0,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0,0,0,0,0
303,304,1844,75,1,1,0,0.002161491,0.002161491,0.002161491,0.0,0.002161491,0.0,0.002161491,0.0,0.002161491,0.0,0.0,0.0,0,0,0,0,0
304,305,877,76,1,0,1,0.038,0.038,0.0,0.038,0.0,0.038,0.0,0.038,-0.038,0.0,0.0,0.0,0,0,0,0,0
305,306,2591,77,1,1,0,0.088,0.088,0.088,0.0,0.088,0.0,0.088,0.0,0.088,0.0,0.0,0.0,0,0,0,0,0
306,307,2297,78,1,1,0,7.46e-05,7.46e-05,7.46e-05,0.0,7.46e-05,0.0,7.46e-05,0.0,7.46e-05,0.0,0.0,0.0,0,0,0,0,0
307,308,11,79,28,1,27,0.696042612,19.48919315,9.743452591,0.360953354,9.743452591,9.745740555,9.743452591,0.2,-0.01,0.0,0.0,0.0,0,0,0,0,1
308,309,51,79,28,1,27,0.696042612,19.48919315,9.743452591,0.360953354,9.743452591,9.745740555,9.743452591,0.2,-0.9,0.0,0.0,0.0,0,0,0,0,1
309,310,57,79,28,1,27,0.696042612,19.48919315,9.743452591,0.360953354,9.743452591,9.745740555,9.743452591,0.2,-0.01260856,0.0,0.0,0.0,0,0,0,0,1
310,311,337,79,28,1,27,0.696042612,19.48919315,9.743452591,0.360953354,9.743452591,9.745740555,9.743452591,0.2,-0.5,0.0,0.0,0.0,0,0,0,0,1
311,312,1024,79,28,1,27,0.696042612,19.48919315,9.743452591,0.360953354,9.743452591,9.745740555,9.743452591,0.2,-0.09,0.0,0.0,0.0,0,0,0,0,1
312,313,1042,79,28,1,27,0.696042612,19.48919315,9.743452591,0.360953354,9.743452591,9.745740555,9.743452591,0.2,-0.15168599,0.0,0.0,0.0,0,0,0,0,1
313,314,1103,79,28,1,27,0.696042612,19.48919315,9.743452591,0.360953354,9.743452591,9.745740555,9.743452591,0.2,-0.507,0.0,0.0,0.0,0,0,0,0,1
314,315,1526,79,28,1,27,0.696042612,19.48919315,9.743452591,0.360953354,9.743452591,9.745740555,9.743452591,0.2,-0.09,0.0,0.0,0.0,0,0,0,0,1
315,316,1530,79,28,1,27,0.696042612,19.48919315,9.743452591,0.360953354,9.743452591,9.745740555,9.743452591,0.2,-0.140864712,0.0,0.0,0.0,0,0,0,0,1
316,317,1634,79,28,1,27,0.696042612,19.48919315,9.743452591,0.360953354,9.743452591,9.745740555,9.743452591,0.2,-1.3,0.0,0.0,0.0,0,0,0,0,1
317,318,1909,79,28,1,27,0.696042612,19.48919315,9.743452591,0.360953354,9.743452591,9.745740555,9.743452591,0.2,-0.029818181,-2e-18,0.0,0.0,0,0,0,0,1
318,319,1949,79,28,1,27,0.696042612,19.48919315,9.743452591,0.360953354,9.743452591,9.745740555,9.743452591,0.2,-0.293681067,0.0,0.0,0.0,0,0,0,0,1
319,320,2014,79,28,1,27,0.696042612,19.48919315,9.743452591,0.360953354,9.743452591,9.745740555,9.743452591,0.2,-0.49,0.0,0.0,0.0,0,0,0,0,1
320,321,2089,79,28,1,27,0.696042612,19.48919315,9.743452591,0.360953354,9.743452591,9.745740555,9.743452591,0.2,-1.2,0.0,0.0,0.0,0,0,0,0,1
321,322,2344,79,28,1,27,0.696042612,19.48919315,9.743452591,0.360953354,9.743452591,9.745740555,9.743452591,0.2,-1.0,0.0,0.0,0.0,0,0,0,0,1
322,323,2373,79,28,1,27,0.696042612,19.48919315,9.743452591,0.360953354,9.743452591,9.745740555,9.743452591,0.2,-0.05,0.0,0.0,0.0,0,0,0,0,1
323,324,2589,79,28,1,27,0.696042612,19.48919315,9.743452591,0.360953354,9.743452591,9.745740555,9.743452591,0.2,-0.2,0.0,0.0,0.0,0,0,0,0,1
324,325,2794,79,28,1,27,0.696042612,19.48919315,9.743452591,0.360953354,9.743452591,9.745740555,9.743452591,0.2,-0.65,0.0,0.0,0.0,0,0,0,0,1
325,326,3130,79,28,1,27,0.696042612,19.48919315,9.743452591,0.360953354,9.743452591,9.745740555,9.743452591,0.2,-0.03,0.0,0.0,0.0,0,0,0,0,1
326,327,3150,79,28,1,27,0.696042612,19.48919315,9.743452591,0.360953354,9.743452591,9.745740555,9.743452591,0.2,-0.039,0.0,0.0,0.0,0,0,0,0,1
327,328,3163,79,28,1,27,0.696042612,19.48919315,9.743452591,0.360953354,9.743452591,9.745740555,9.743452591,0.2,-0.3,0.0,0.0,0.0,0,0,0,0,1
328,329,3291,79,28,1,27,0.696042612,19.48919315,9.743452591,0.360953354,9.743452591,9.745740555,9.743452591,0.2,9.743452591,0.0,0.0,0.0,0,0,0,0,1
329,330,3351,79,28,1,27,0.696042612,19.48919315,9.743452591,0.360953354,9.743452591,9.745740555,9.743452591,0.2,0.0,0.0,0.0,0.0,0,0,0,0,1
